id,property_url,title,address,price,pricing_qualifier,listing_time,property_type,bedrooms,bathrooms,epc_rating,size,features,latitude,longitude,tenure
871,https://www.onthemarket.com/details/14889339/,3 bedroom detached house for sale,"Caldecotte lane, Caldecotte",425000,Price qualifier not available,Reduced < 7 days,Detached house,3 bed,2bath,EPC rating: C*,829 sq ft / 77 sq m,"[""Modern detached family home"", ""Three bedroom detached"", ""Stylish modern kitchen diner with integrated appliances"", ""Refitted en-suite shower room"", ""Refitted family bathroom"", ""Short walk to Caldecotte lake"", ""Good decorative order"", ""Attractive rear garden"", ""Council tax band D"", ""Energy rating C""]",52.010402876169,-0.700092156716,UNKNOWN
873,https://www.onthemarket.com/details/13363635/,2 bedroom cottage for sale,"Whitney Box Cottage, Church St, Maids Moreton",450000,Price qualifier not available,Added > 14 days,Cottage,2 bed,1bath,EPC rating not available,Size info not available,"[""Grade II Period Cottage"", ""Large Cabin Offering a Variety of Uses"", ""Full of Charm and Character"", ""Cleverly Designed Built in Storage"", ""Exposed Beams and Brickwork"", ""EPC Exempt"", ""Two Reception Rooms""]",52.011397034464,-0.972309226053,UNKNOWN
874,https://www.onthemarket.com/details/13802455/,2 bedroom apartment for sale,"Molyns House, Phyllis Court Drive, Henley-on-Thames, Oxfordshire, RG9",625000,Guide price,Added > 14 days,Apartment,2 bed,1bath,EPC rating: D*,947 sq ft / 88 sq m,"[""Tenure: Leasehold (124 years remaining)"", ""Two double bedroom, second floor apartment"", ""Tucked away at the end of Phyllis Court Drive"", ""Delightful communal gardens and grounds"", ""Private garage"", ""No onward chain"", ""EPC Rating = D""]",51.542388859012,-0.90406221568,LEASEHOLD
50,https://www.onthemarket.com/details/14936283/,5 bedroom semi-detached house for sale,"Elmers Close, Beachampton, Milton Keynes",495000,Price qualifier not available,Added > 14 days,Semi-detached house,5 bed,2bath,EPC rating: E*,"1,593 sq ft / 148 sq m","[""Large Extended House"", ""4-5 Bedrooms"", ""Large Living Room with Fireplace"", ""Large Kitchen/ Family/ Dining Room"", ""Study/ Bedroom 5 on Ground Floor"", ""Utility & Cloak Rooms"", ""Small Viilage Cul-de-sca"", ""Large Plot"", ""Countryside Views""]",52.023239943694,-0.874681442932,UNKNOWN
51,https://www.onthemarket.com/details/14270585/,3 bedroom detached house for sale,"Main Street, Beachampton, Milton Keynes",489000,Price qualifier not available,Added > 14 days,Detached house,3 bed,1bath,EPC rating: E*,"1,237 sq ft / 115 sq m","[""Detached House"", ""Sought After Village Location"", ""3 Reception Rooms"", ""Conservatory"", ""3 Bedrooms"", ""Large Bathroom"", ""Garage plus Driveway"", ""Large SW Facing Garden - Around 100ft"", ""PLENTY OF SCOPE TO EXTEND (Subject to consent)""]",52.025039854043,-0.8757147093,UNKNOWN
53,https://www.onthemarket.com/details/15029482/,4 bedroom detached house for sale,"Aylesbury, Buckinghamshire HP20",530000,Guide price,Added < 7 days,Detached house,4 bed,1bath,EPC rating not available,Size info not available,"[""Tenure: Freehold"", ""FOUR BEDROOM DETACHED"", ""DRIVEWAY & GARAGE"", ""CLOSE TO THE TOWN"", ""GENEROUS REAR GARDEN"", ""SUMMER HOUSE""]",51.8189848,-0.7947289,FREEHOLD
60,https://www.onthemarket.com/details/14692737/,3 bedroom apartment for sale,"Darwin Close, Medbourne MK5",275000,Offers in region of,Added > 14 days,Apartment,3 bed,2bath,EPC rating: B*,"1,119 sq ft / 104 sq m","[""Tenure: Leasehold (80 years remaining)"", ""Communal entrance hall with entry phone system"", ""Entrance hall"", ""Open plan lounge/diner"", ""Kitchen with centre block and Juliet balcony"", ""Master bedroom with en-suite and Juliet balcony"", ""Two further bedrooms"", ""Bathroom"", ""Off road allocated parking"", ""Garage"", ""Off road parking""]",52.017381024035,-0.806154207836,LEASEHOLD
61,https://www.onthemarket.com/details/14462582/,4 bedroom house for sale,"22 High Street, Olney",600000,Offers over,Added > 14 days,House,4 bed,2bath,EPC rating not available,"1,792 sq ft / 166 sq m",[],52.1536281,-0.701856,UNKNOWN
62,https://www.onthemarket.com/details/14484957/,1 bedroom apartment for sale,"London Road, High Wycombe",179950,Offers in excess of,Added > 14 days,Apartment,1 bed,1bath,EPC rating: C*,344 sq ft / 32 sq m,"[""Tenure: Share of freehold (984 years remaining)"", ""NO CHAIN"", ""Convenient location near amenities"", ""Secure one bedroom flat in good condition"", ""Intercom security system"", ""Double bedroom with built-in wardrobes"", ""Reception room with garden view"", ""Allocated parking and visitor spaces"", ""Well-maintained bathroom and kitchen"", ""Close to public transport links"", ""Council tax band B""]",51.6253485,-0.7356443,FREEHOLD
875,https://www.onthemarket.com/details/14597449/,4 bedroom end of terrace house for sale,"Oaken Grove, Prestwood HP16",545000,Price qualifier not available,Added > 14 days,End of terrace house,4 bed,2bath,EPC rating: E*,"1,128 sq ft / 105 sq m","[""Extended four bedroom family home"", ""Located on the edge of the popular Lodge Lane development"", ""No onward chain"", ""Wonderful main bedroom with en-suite"", ""Enclosed rear gardens, garage and front and side gardens"", ""Large kitchen with breakfast bar""]",51.693690868139,-0.735890849512,UNKNOWN
876,https://www.onthemarket.com/details/14707047/,3 bedroom terraced house for sale,"Daniels Welch, Milton Keynes MK6",270000,Price qualifier not available,Added > 14 days,Terraced house,3 bed,1bath,EPC rating: D*,936 sq ft / 87 sq m,"[""Tenure: Freehold"", ""NO UPPER CHAIN"", ""GARAGE"", ""New Flooring Throughout"", ""Three Bedrooms"", ""Kitchen/Diner"", ""Conservatory"", ""Cloakroom"", ""FOUR PIECE Family Bathroom"", ""Internal Viewings Recommended""]",52.019910503654,-0.743772033948,FREEHOLD
877,https://www.onthemarket.com/details/14484938/,2 bedroom detached bungalow for sale,"Aylesbury,  Buckinghamshire,  HP20",375000,Offers in excess of,Added > 14 days,Detached bungalow,2 bed,1bath,EPC rating: D*,946 sq ft / 88 sq m,"[""Tenure: Freehold"", ""No Onward Chain"", ""Detached"", ""Two Bedrooms"", ""Garage"", ""Gas Central Heating"", ""Off Road Parking"", ""Private Rear Garden""]",51.8189848,-0.7947289,FREEHOLD
878,https://www.onthemarket.com/details/14996073/,4 bedroom semi-detached house for sale,"Drayhorse Crescent, Woburn Sands, Milton Keynes, Buckinghamshire, MK17",465000,Price qualifier not available,Added < 14 days,Semi-detached house,4 bed,3bath,EPC rating: B*,"1,341 sq ft / 125 sq m","[""Tenure: Freehold"", ""Three storey semi detached house"", ""Four bedrooms"", ""Three bath/shower rooms"", ""Sitting/dining room"", ""Fitted kitchen"", ""Rear garden with artificial lawn"", ""Garage, parking"", ""Village location""]",52.01655487247,-0.656388273321,FREEHOLD
879,https://www.onthemarket.com/details/14395686/,1 bedroom maisonette for sale,"Scafell Road, Slough, Slough",195000,Guide price,Added > 14 days,Maisonette,1 bed,1bath,EPC rating: C*,473 sq ft / 44 sq m,"[""One Bedroom Maisonette"", ""1038 Year Lease"", ""Spacious Lounge/ Diner"", ""Recently Refurbished"", ""Walk to Burnham Train Station"", ""One Allocated Parking Space"", ""Ground Rent \u00a30 Per Annum/ Service Charge \u00a380 Per Month"", ""Council Tax Band : B"", ""EPC : C""]",51.527773,-0.6344965,UNKNOWN
880,https://www.onthemarket.com/details/12170331/,3 bedroom terraced house for sale,"Aylesbury End, Beaconsfield, HP9",500000,Offers in excess of,Added > 14 days,Terraced house,3 bed,1bath,EPC rating not available,Size info not available,"[""Tenure: Freehold"", ""Three bedroom terraced house"", ""Beautifully enclosed rear garden"", ""Situated in heart of Beaconsfield Old Town"", ""Convenient location"", ""Extended to the rear"", ""360 tour available""]",51.602999190877,-0.637993918347,FREEHOLD
881,https://www.onthemarket.com/details/15015162/,1 bedroom apartment for sale,"7 Conegra Road, High Wycombe HP13",180000,Price qualifier not available,Added < 14 days,Apartment,1 bed,1bath,EPC rating: C*,398 sq ft / 37 sq m,"[""OFFERED FOR SALE BY THE WYE PARTNERSHIP"", ""A Well Presented Ground Floor Apartment"", ""Cul-De-Sac Short Walk Of Town Centre & Station"", ""Private Entrance, Hallway, Living Room, Kitchen"", ""Double Bedroom, Bathroom, Double Glazing"", ""Electric Heating, Allocated Parking"", ""Communal Gardens, Extended Lease""]",51.630887790411,-0.743316477511,UNKNOWN
887,https://www.onthemarket.com/details/14870494/,2 bedroom apartment for sale,"Islet Park, Maidenhead SL6",495000,Price qualifier not available,Added > 14 days,Apartment,2 bed,1bath,EPC rating: C*,678 sq ft / 63 sq m,"[""Tenure: Freehold"", ""No chain"", ""Turn key condition"", ""Large private garden"", ""Garage"", ""Premium riverside location"", ""Driveway Parking for 2 cars"", ""Two double bedrooms"", ""Contemporary kitchen and bathroom""]",51.541548630868,-0.697342961781,FREEHOLD
71,https://www.onthemarket.com/details/14792390/,2 bedroom apartment for sale,"Bulstrode Court, Gerrards Cross, Buckinghamshire, SL9",495000,Price qualifier not available,Added > 14 days,Apartment,2 bed,2bath,EPC rating not available,Size info not available,"[""Tenure: Share of freehold (38 years remaining)"", ""2 Large bedrooms, 2 refitted bathrooms"", ""Garage"", ""Beautifully presented"", ""Replacement  double glazing"", ""Communal gardens and lift"", ""Close to shops and station""]",51.5846504,-0.5601917,FREEHOLD
72,https://www.onthemarket.com/details/14985881/,3 bedroom semi-detached house for sale,"Hughenden Road, High Wycombe HP13",495000,Price qualifier not available,Added < 14 days,Semi-detached house,3 bed,1bath,EPC rating: D*,"1,065 sq ft / 99 sq m","[""OFFERED FOR SALE BY THE WYE PARTNERSHIP"", ""Beautiful Home, Impeccably Presented"", ""Stunning Finish with Blend of Character and Contemporary Features"", ""Two reception Rooms, Fitted Kitchen, Utility Room & Cloakroom"", ""Three Well Proportioned Bedrooms, Modern Family Bathroom"", ""Good Size Landscaped Gardens, Ample Off Street Parking""]",51.641477683539,-0.750417706628,UNKNOWN
73,https://www.onthemarket.com/details/13843133/,2 bedroom end of terrace house for sale,"Cliveden Gages, Taplow, Maidenhead, Berkshire, SL6",625000,Guide price,Added > 14 days,End of terrace house,2 bed,2bath,EPC rating: C*,"1,334 sq ft / 124 sq m","[""Tenure: Leasehold (107 years remaining)"", ""Contemporary open plan layout"", ""Immaculate throughout with integral garage"", ""Gated Development for people who are 55 and over"", ""Concierge service and local community activities"", ""Access onto Cliveden Estate"", ""EPC Rating = C""]",51.552272394016,-0.683950070626,LEASEHOLD
74,https://www.onthemarket.com/details/14879509/,3 bedroom semi-detached house for sale,"Overstrand, Aston Clinton",400000,Offers in excess of,Added > 14 days,Semi-detached house,3 bed,1bath,EPC rating: D*,"1,075 sq ft / 100 sq m","[""Tenure: Freehold""]",51.8016423,-0.7198538,FREEHOLD
75,https://www.onthemarket.com/details/15020613/,2 bedroom apartment for sale,"Gyosei Gardens, Milton Keynes MK15",250000,Price qualifier not available,Added < 7 days,Apartment,2 bed,1bath,EPC rating: B*,645 sq ft / 60 sq m,"[""Tenure: Leasehold (109 years remaining)"", ""No Upper Chain"", ""First Floor"", ""Two Double Bedrooms"", ""Family Bathroom"", ""Kitchen"", ""Lounge"", ""Allocated Parking"", ""Balcony"", ""Great Location""]",52.054903479128,-0.7332408226,LEASEHOLD
76,https://www.onthemarket.com/details/14986472/,3 bedroom maisonette for sale,"Earls Willow, New Bradwell, Milton Keynes",199950,Price qualifier not available,Added < 14 days,Maisonette,3 bed,1bath,EPC rating: E*,893 sq ft / 83 sq m,"[""Tenure: Leasehold (102 years remaining)""]",52.0658633,-0.7862942,LEASEHOLD
77,https://www.onthemarket.com/details/14796414/,3 bedroom semi-detached house for sale,"Rogers Lane, Stoke Poges, Bucks",635000,Price qualifier not available,Added > 14 days,Semi-detached house,3 bed,1bath,EPC rating not available,Size info not available,"[""Tenure: Freehold"", ""No Onward Chain"", ""Three Bedroom Semi Detached Family Home"", ""Sought After Residential Location"", ""Potential For Large Extension (Subject To Planning Permission)"", ""Kitchen/Breakfast/Utility Room"", ""Enclosed Rear Garden"", ""Double Length Garage"", ""Off Street Parking"", ""Freehold. EPC Rating C. Council Tax Band E""]",51.545712755676,-0.590569904882,FREEHOLD
888,https://www.onthemarket.com/details/13745142/,4 bedroom semi-detached house for sale,"Bletchley, Buckinghamshire MK2",425000,Guide price,Added > 14 days,Semi-detached house,4 bed,3bath,EPC rating: C*,936 sq ft / 87 sq m,"[""Tenure: Freehold"", ""Central Bletchley"", ""Semi-Detached"", ""Open Plan Living"", ""3-4 Bedrooms"", ""3 Bathrooms"", ""Extended"", ""Planning Permission"", ""Annexe/Summer House"", ""Garage and Driveway"", ""Close to Station""]",51.9946,-0.72948,FREEHOLD
889,https://www.onthemarket.com/details/14745224/,3 bedroom link detached house for sale,"Grange View, Askett",600000,Guide price,Reduced < 14 days,Link detached house,3 bed,2bath,EPC rating not available,Size info not available,"[""Tenure: Freehold"", ""Attractive Mews Style Link Detached Property"", ""3 Bedrooms"", ""Principal Bedroom with En Suite"", ""Tastefully Decorated"", ""Tranquil Countryside Location"", ""Modern Open Plan Kitchen/Diner"", ""Sun Room"", ""Downstairs WC with Space for Laundry Facilities"", ""Garage"", ""Awaiting EPC / Council Tax Band E""]",51.7400163,-0.8130596,FREEHOLD
890,https://www.onthemarket.com/details/14936296/,1 bedroom bungalow for sale,"Ousebank Way, Stony Stratford",325000,Price qualifier not available,Added > 14 days,Bungalow,1 bed,1bath,EPC rating: D*,463 sq ft / 43 sq m,"[""Extended Bungalow"", ""Renovated in 2022 and Beautifully Presented"", ""Large Open Plan Living Space"", ""Kitchen/ Dining Room/ Sitting Room"", ""New Kitchen and Shower Room (2022)"", ""Double Bedroom with Wardrobes"", ""New Boiler and Heating (2022)"", ""Front & Rear Gardens"", ""VERY CLOSE TO TOWN CENTER""]",52.0533624,-0.8524047,UNKNOWN
891,https://www.onthemarket.com/details/14547526/,4 bedroom detached house for sale,"Marsworth Drive, Aylesbury HP22",575000,Offers in excess of,Added > 14 days,Detached house,4 bed,2bath,EPC rating not available,Size info not available,"[""New & Exciting Development"", ""Four Bedroom Detached House"", ""Garage & Driveway Parking"", ""En Suite & Family Bathroom"", ""Enclosed Rear Garden"", ""Great Order Throughout"", ""Close To Schools & Amenities"", ""Ideal Family Home""]",51.821654533922,-0.776480113338,UNKNOWN
892,https://www.onthemarket.com/details/14679150/,2 bedroom detached house for sale,"Ladysmith Road, Ivinghoe, Buckinghamshire",600000,Guide price,Added > 14 days,Detached house,2 bed,2bath,EPC rating: E*,"1,100 sq ft / 102 sq m",[],51.83771,-0.631054,UNKNOWN
898,https://www.onthemarket.com/details/14540598/,3 bedroom detached house for sale,"Webster Road, Aylesbury HP21",435000,Price qualifier not available,Added > 14 days,Detached house,3 bed,1bath,EPC rating: D*,807 sq ft / 75 sq m,"[""Tenure: Freehold"", ""THE FURLONGS (TURNFURLONG AREA)"", ""THREE BEDROOM DETACHED"", ""RECEPTION HALLWAY"", ""CLOAKROOM"", ""OPEN PLAN SITTING/DINING ROOM"", ""FITTED KITCHEN"", ""MODERN BATHROOM WITH SHOWER"", ""GARAGE & 3/4 CAR DRIVEWAY"", ""ADDITIONAL SIDE LAWN"", ""SOUTH/WEST FACING REAR GARDEN""]",51.807682394942,-0.79383564061,FREEHOLD
900,https://www.onthemarket.com/details/14217062/,2 bedroom flat for sale,"Tibbs Road, Haddenham",310000,Price qualifier not available,Added > 14 days,Flat,2 bed,2bath,EPC rating: B*,807 sq ft / 75 sq m,"[""A fabulous apartment with outstanding views"", ""Stylish open plan layout"", ""19' open plan sitting/dining room"", ""Well equipped kitchen with a range of integrated appliances"", ""Outside terrace with glazed balcony offering views"", ""Master bedroom with en-suite shower room"", ""Two parking spaces"", ""Just a two minute walk to station for London Marylebone (under 40 minutes)"", ""Vacant possession with No onward chain""]",51.7757422,-0.9375473,UNKNOWN
901,https://www.onthemarket.com/details/14289782/,2 bedroom cottage for sale,"Spring Lane, Farnham Royal SL2",465000,Price qualifier not available,Added > 14 days,Cottage,2 bed,1bath,EPC rating: E*,Size info not available,"[""Tenure: Freehold"", ""STUNNING SEMI DETACHED COTTAGE"", ""WITH A 120 FT GARDEN"", ""15FT STUDIO/SUMMERHOUSE AT THE REAR"", ""QUIET NO THROUGH ROAD""]",51.548886212493,-0.616131139106,FREEHOLD
902,https://www.onthemarket.com/details/15054316/,2 bedroom detached house for sale,"Winslow, Buckingham MK18",475000,Guide price,Added < 7 days,Detached house,2 bed,1bath,EPC rating: E*,925 sq ft / 86 sq m,"[""Tenure: Freehold""]",51.9415805,-0.881276,FREEHOLD
904,https://www.onthemarket.com/details/13974356/,3 bedroom end of terrace house for sale,"Eton Wick,  Berkshire,  SL4",550000,Offers in excess of,Added > 14 days,End of terrace house,3 bed,2bath,EPC rating: D*,"1,232 sq ft / 114 sq m","[""Tenure: Freehold"", ""Victorian End Of Terrace"", ""Three Bedrooms"", ""Open Plan Living and Dining Areas"", ""Recent Fitted Kitchen"", ""Family Bathroom"", ""Garden"", ""Home Office/Bedroom"", ""Close to local shops and amenities"", ""Freehold""]",51.4972549,-0.6363599,FREEHOLD
81,https://www.onthemarket.com/details/14824039/,3 bedroom detached house for sale,"Siddington Drive, Aylesbury",420000,Offers over,Added > 14 days,Detached house,3 bed,2bath,EPC rating: B*,"1,044 sq ft / 97 sq m","[""Tenure: Freehold"", ""POPULAR BERRYFIELDS DEVELOPMENT"", ""DETACHED"", ""THREE BEDROOMS"", ""GARAGE AND DRIVEWAY"", ""FULLY TILED REFITTED BATHROOMS"", ""KITCHEN/DINING ROOM"", ""WALKING DISTANCE TO MAINLINE STATION"", ""WALKING DISTANCE TO LOCAL SHOPS AND SCHOOLS""]",51.838772492914,-0.851022529983,FREEHOLD
91,https://www.onthemarket.com/details/14941875/,3 bedroom semi-detached house for sale,"Oxford Road, Oakley",400000,Price qualifier not available,Added > 14 days,Semi-detached house,3 bed,1bath,EPC rating: F*,"1,054 sq ft / 98 sq m","[""Tenure: Freehold"", ""3-Bedroom Semi-Detached Property"", ""2 Reception Rooms"", ""Immaculately Presented & Deceptively Spacious"", ""Semi-Open-Plan Kitchen/Diner"", ""Downstairs Cloakroom"", ""Modern Kitchen"", ""Beautiful East-Facing Garden"", ""Driveway Parking"", ""Lovely Countryside Walks"", ""Excellent Transport Links""]",51.8044728,-1.0749881,FREEHOLD
92,https://www.onthemarket.com/details/14390232/,3 bedroom semi-detached house for sale,"Gore Road, Burnham, Buckinghamshire, SL1",550000,Offers in excess of,Added > 14 days,Semi-detached house,3 bed,0bath,EPC rating not available,Size info not available,"[""Tenure: Freehold"", ""Extended semi detached period home"", ""Three double bedrooms"", ""Three spacious receptions"", ""Great condition throughout"", ""En-suite bathroom to the master bedroom"", ""South facing garden""]",51.53615270147,-0.664842782483,FREEHOLD
93,https://www.onthemarket.com/details/13544611/,4 bedroom semi-detached house for sale,"Lancastria Lane, Brooklands, Milton Keynes",400000,Offers over,Added > 14 days,Semi-detached house,4 bed,3bath,EPC rating: C*,"1,259 sq ft / 117 sq m","[""PRIVATE DRIVEWAY PARKING"", ""SINGLE GARAGE"", ""TWO EN SUITE BATHROOMS"", ""CONSERVATORY"", ""FOUR DOUBLE BEDROOMS"", ""DOWNSTAIRS CLOAKROOM""]",52.0499605,-0.6893003,UNKNOWN
